"Data","hora","minuto","direcao","velocidade","TempAr","tempOrvalho","pressao"
"09/01/2007 ","17","00","130","11","28","23","1011"
"09/01/2007 ","18","00","130","10","27","23","1011"
"09/01/2007 ","19","00","140","11","25","22","1011"
"09/01/2007 ","20","00","220","10","26","22","1011"
"09/01/2007 ","21","00","150","10","25","22","1011"
"09/01/2007 ","22","00","130","09","24","22","1012"
"09/01/2007 ","23","00","130","07","24","22","1013"
"10/01/2007 ","00","00","100","02","24","22","1013"
"10/01/2007 ","01","00","250","06","24","22","1013"
"10/01/2007 ","02","00","300","08","24","22","1012"
"10/01/2007 ","03","00","260","04","23","22","1012"
"10/01/2007 ","04","00","270","04","24","22","1011"
"10/01/2007 ","05","00","310","05","23","22","1011"
"10/01/2007 ","06","00","140","02","23","22","1010"
"10/01/2007 ","07","00","000","00","24","22","1010"
"10/01/2007 ","08","00","280","03","24","22","1010"
"10/01/2007 ","09","00","100","04","24","22","1011"
"10/01/2007 ","10","00","130","05","24","22","1012"
"10/01/2007 ","11","00","150","05","24","22","1012"
"10/01/2007 ","12","00","010","03","25","23","1013"
"10/01/2007 ","13","00","050","05","26","23","1013"
"10/01/2007 ","14","00","050","05","25","23","1013"
"10/01/2007 ","15","00","240","07","27","23","1013"
"10/01/2007 ","16","00","270","08","28","23","1012"
"10/01/2007 ","17","00","260","05","28","22","1011"
"10/01/2007 ","18","00","180","08","27","22","1011"
"10/01/2007 ","19","00","230","08","26","22","1011"
"10/01/2007 ","20","00","240","05","26","22","1011"
"10/01/2007 ","21","00","250","07","26","21","1011"
"10/01/2007 ","22","00","230","06","26","21","1011"
"10/01/2007 ","23","00","310","04","25","21","1012"
"11/01/2007 ","00","00","310","05","24","21","1012"
"11/01/2007 ","01","00","290","05","24","21","1013"
"11/01/2007 ","02","00","310","06","24","21","1012"
"11/01/2007 ","03","00","260","03","24","21","1012"
"11/01/2007 ","04","00","000","00","24","21","1011"
"11/01/2007 ","05","00","360","05","23","21","1010"
"11/01/2007 ","06","00","000","00","23","21","1010"
"11/01/2007 ","07","00","000","00","23","21","1010"
"11/01/2007 ","08","00","000","00","23","21","1010"
"11/01/2007 ","09","00","000","00","24","21","1012"
"11/01/2007 ","10","00","000","00","25","22","1012"
"11/01/2007 ","11","00","000","00","27","22","1012"
"11/01/2007 ","12","00","010","04","28","23","1012"
"11/01/2007 ","13","00","060","06","29","23","1012"
"11/01/2007 ","14","00","150","09","29","23","1011"
"11/01/2007 ","15","00","150","08","29","21","1011"
"11/01/2007 ","16","00","140","11","29","22","1011"
"11/01/2007 ","17","00","130","12","29","22","1010"
"11/01/2007 ","18","00","140","13","28","23","1009"
"11/01/2007 ","19","00","140","15","28","22","1009"
"11/01/2007 ","20","00","140","15","27","22","1009"
"11/01/2007 ","21","00","140","13","26","22","1010"
"11/01/2007 ","22","00","150","11","25","22","1010"
"11/01/2007 ","23","00","150","07","25","22","1011"
"12/01/2007 ","00","00","150","05","25","22","1011"
"12/01/2007 ","01","00","130","02","24","22","1011"
"12/01/2007 ","02","00","140","03","24","22","1010"
"12/01/2007 ","03","00","100","02","24","22","1009"
"12/01/2007 ","04","00","110","02","23","21","1008"
"12/01/2007 ","05","00","000","00","24","22","1008"
"12/01/2007 ","06","00","000","00","23","21","1007"
"12/01/2007 ","07","00","340","02","24","22","1007"
"12/01/2007 ","08","00","000","00","23","22","1007"
"12/01/2007 ","09","00","000","00","24","22","1007"
"12/01/2007 ","09","38","060","02","25","23","1007"
"12/01/2007 ","10","00","030","03","25","23","1007"
"12/01/2007 ","11","00","100","03","27","24","1006"
"12/01/2007 ","12","00","030","03","27","24","1006"
"12/01/2007 ","13","00","190","02","30","23","1005"
"12/01/2007 ","14","00","330","05","32","25","1005"
"12/01/2007 ","15","00","010","05","33","24","1004"
"12/01/2007 ","16","00","350","06","35","25","1003"
"12/01/2007 ","17","00","020","10","36","23","1002"
"12/01/2007 ","18","00","280","08","36","22","1001"
"12/01/2007 ","19","00","140","12","31","24","1000"
"12/01/2007 ","20","00","150","11","31","24","1000"
"12/01/2007 ","21","00","140","09","30","23","1000"
"12/01/2007 ","22","00","120","06","30","22","1001"
"12/01/2007 ","23","00","100","05","28","23","1001"
"13/01/2007 ","00","00","170","05","28","24","1002"
"13/01/2007 ","01","00","210","13","29","19","1003"
"13/01/2007 ","02","00","020","06","27","22","1004"
"13/01/2007 ","03","00","320","04","26","21","1003"
"13/01/2007 ","04","00","240","08","26","22","1003"
"13/01/2007 ","05","00","000","00","24","23","1003"
"13/01/2007 ","06","00","280","06","25","23","1003"
"13/01/2007 ","07","00","010","05","23","22","1002"
"13/01/2007 ","08","00","280","02","23","22","1003"
"13/01/2007 ","09","00","200","02","24","23","1003"
"13/01/2007 ","10","00","000","00","25","23","1004"
"13/01/2007 ","11","00","170","02","25","23","1005"
"13/01/2007 ","12","00","330","02","26","23","1005"
"13/01/2007 ","13","00","020","06","26","23","1005"
"13/01/2007 ","14","00","180","08","26","23","1006"
"13/01/2007 ","15","00","240","10","26","21","1005"
"13/01/2007 ","16","00","250","07","26","21","1005"
"13/01/2007 ","17","00","220","10","25","21","1005"
"13/01/2007 ","18","00","270","08","26","22","1004"
"13/01/2007 ","19","00","270","04","26","22","1004"
"13/01/2007 ","20","00","330","07","25","22","1005"
"13/01/2007 ","21","00","340","08","24","22","1006"
"13/01/2007 ","21","35","330","05","23","22","1006"
"13/01/2007 ","22","00","320","05","23","22","1006"
"13/01/2007 ","23","00","300","03","24","22","1006"
"14/01/2007 ","00","00","320","04","23","22","1007"
"14/01/2007 ","01","00","310","02","23","22","1007"
"14/01/2007 ","02","00","330","04","23","22","1007"
"14/01/2007 ","03","00","320","02","23","22","1007"
"14/01/2007 ","04","00","330","02","23","22","1006"
"14/01/2007 ","05","00","250","06","23","22","1006"
"14/01/2007 ","06","00","000","00","23","22","1005"
"14/01/2007 ","07","00","360","01","23","21","1006"
"14/01/2007 ","08","00","000","00","23","22","1006"
"14/01/2007 ","09","00","000","00","23","22","1006"
"14/01/2007 ","10","00","340","02","24","22","1007"
"14/01/2007 ","11","00","060","01","25","22","1007"
"14/01/2007 ","12","00","050","02","25","22","1008"
"14/01/2007 ","13","00","020","02","25","22","1008"
"14/01/2007 ","14","00","030","03","25","23","1008"
"14/01/2007 ","15","00","060","04","25","22","1008"
"14/01/2007 ","15","25","100","03","24","22","1008"
"14/01/2007 ","16","00","040","05","24","22","1008"
"14/01/2007 ","17","00","050","04","24","22","1008"
"14/01/2007 ","18","00","050","05","25","22","1008"
"14/01/2007 ","19","00","040","05","25","22","1008"
"14/01/2007 ","20","00","030","04","25","22","1008"
"14/01/2007 ","21","00","040","03","25","21","1008"
"14/01/2007 ","22","00","150","03","25","21","1009"
"14/01/2007 ","23","00","140","04","24","22","1010"
"15/01/2007 ","00","00","100","04","24","22","1011"
"15/01/2007 ","01","00","110","03","24","22","1011"
"15/01/2007 ","02","00","090","05","24","22","1011"
"15/01/2007 ","03","00","070","02","24","21","1011"
"15/01/2007 ","04","00","000","00","24","22","1010"
"15/01/2007 ","05","00","010","04","24","22","1010"
"15/01/2007 ","06","00","020","02","23","22","1010"
"15/01/2007 ","07","00","000","00","23","21","1010"
"15/01/2007 ","08","00","040","03","23","22","1010"
"15/01/2007 ","09","00","030","03","23","22","1011"
"15/01/2007 ","10","00","080","08","23","20","1012"
"15/01/2007 ","11","00","120","07","23","19","1012"
"15/01/2007 ","12","00","090","06","24","20","1012"
"15/01/2007 ","13","00","070","03","25","19","1013"
"15/01/2007 ","14","00","060","03","25","20","1013"
"15/01/2007 ","15","00","200","05","25","20","1013"
"15/01/2007 ","16","00","140","05","27","16","1012"
"15/01/2007 ","17","00","160","05","26","16","1012"
"15/01/2007 ","18","00","140","07","26","19","1011"
"15/01/2007 ","19","00","150","04","26","19","1011"
"15/01/2007 ","20","00","140","06","25","20","1011"
"15/01/2007 ","21","00","140","07","24","19","1011"
"15/01/2007 ","22","00","130","06","24","20","1012"
"15/01/2007 ","23","00","080","08","23","20","1013"
"16/01/2007 ","00","00","050","05","23","20","1015"
"16/01/2007 ","01","00","060","06","22","20","1015"
"16/01/2007 ","02","00","080","02","21","20","1015"
"16/01/2007 ","03","00","080","03","21","20","1014"
"16/01/2007 ","04","00","040","03","21","20","1014"
"16/01/2007 ","05","00","030","02","21","19","1014"
"16/01/2007 ","06","00","360","02","21","19","1013"
"16/01/2007 ","07","00","310","04","21","19","1013"
"16/01/2007 ","08","00","010","04","21","20","1013"
"16/01/2007 ","09","00","010","02","21","19","1014"
"16/01/2007 ","10","00","040","02","21","19","1015"
"16/01/2007 ","11","00","320","03","21","19","1016"
"16/01/2007 ","12","00","010","04","22","20","1016"
"16/01/2007 ","13","00","330","04","22","20","1017"
"16/01/2007 ","14","00","030","03","22","20","1017"
"16/01/2007 ","15","00","060","02","22","20","1017"
"16/01/2007 ","15","36","150","11","22","20","1017"
"16/01/2007 ","16","00","160","12","22","20","1017"
"16/01/2007 ","17","00","160","08","22","19","1017"
"16/01/2007 ","18","00","100","08","21","20","1016"
"16/01/2007 ","18","15","090","09","21","20","1016"
"16/01/2007 ","19","00","090","05","22","20","1016"
"16/01/2007 ","20","00","090","07","22","20","1016"
"16/01/2007 ","21","00","090","06","22","19","1016"
"16/01/2007 ","21","22","130","05","22","19","1017"
"16/01/2007 ","22","00","100","05","21","19","1017"
"16/01/2007 ","23","00","130","06","21","19","1017"
"17/01/2007 ","00","00","150","03","21","20","1018"
"17/01/2007 ","01","00","070","03","21","19","1018"
"17/01/2007 ","02","00","030","05","21","19","1018"
"17/01/2007 ","03","00","060","05","21","19","1018"
"17/01/2007 ","04","00","110","04","20","19","1017"
"17/01/2007 ","05","00","170","03","21","19","1016"
"17/01/2007 ","06","00","190","03","21","19","1015"
"17/01/2007 ","07","00","160","04","20","19","1015"
"17/01/2007 ","08","00","130","03","21","19","1015"
"17/01/2007 ","09","00","120","02","21","19","1015"
"17/01/2007 ","10","00","100","03","22","20","1016"
"17/01/2007 ","11","00","110","04","22","20","1015"
"17/01/2007 ","12","00","100","04","23","20","1015"
"17/01/2007 ","13","00","030","02","23","20","1015"
"17/01/2007 ","14","00","050","02","23","20","1015"
"17/01/2007 ","15","00","030","03","25","21","1014"
"17/01/2007 ","16","00","010","03","25","22","1012"
"17/01/2007 ","17","00","340","03","25","21","1012"
"17/01/2007 ","18","00","120","05","26","22","1011"
"17/01/2007 ","19","00","150","04","25","22","1010"
"17/01/2007 ","20","00","140","04","26","22","1009"
"17/01/2007 ","21","00","000","00","26","23","1010"
"17/01/2007 ","22","00","150","02","25","22","1010"
"17/01/2007 ","23","00","140","03","25","22","1010"
"18/01/2007 ","00","00","160","03","25","22","1011"
"18/01/2007 ","01","00","160","02","25","22","1011"
"18/01/2007 ","02","00","320","03","25","23","1012"
"18/01/2007 ","03","00","250","03","24","23","1011"
"18/01/2007 ","04","00","000","00","24","23","1010"
"18/01/2007 ","05","00","100","04","24","23","1009"
"18/01/2007 ","06","00","090","06","24","23","1008"
"18/01/2007 ","07","00","110","03","24","23","1008"
"18/01/2007 ","08","00","220","04","24","23","1008"
"18/01/2007 ","09","00","250","03","24","23","1009"
"18/01/2007 ","10","00","140","02","25","24","1009"
"18/01/2007 ","11","00","000","00","26","24","1009"
"18/01/2007 ","12","00","000","00","26","24","1010"
"18/01/2007 ","13","00","340","02","27","24","1010"
"18/01/2007 ","13","37","220","02","29","24","1010"
"18/01/2007 ","14","00","250","07","29","24","1009"
"18/01/2007 ","15","00","330","10","31","22","1008"
"18/01/2007 ","16","00","310","09","31","22","1008"
"18/01/2007 ","17","00","330","10","31","22","1007"
"18/01/2007 ","18","00","230","08","31","22","1007"
"18/01/2007 ","19","00","270","10","30","21","1007"
"18/01/2007 ","20","00","290","09","29","22","1006"
"18/01/2007 ","21","00","250","07","29","22","1007"
"18/01/2007 ","22","00","260","05","28","22","1007"
"18/01/2007 ","23","00","280","07","29","21","1008"
"19/01/2007 ","00","00","310","08","27","21","1008"
"19/01/2007 ","01","00","240","06","28","21","1008"
"19/01/2007 ","02","00","280","03","28","22","1007"
"19/01/2007 ","03","00","290","04","28","22","1007"
"19/01/2007 ","04","00","290","03","27","21","1007"
"19/01/2007 ","05","00","010","05","25","21","1007"
"19/01/2007 ","06","00","230","04","25","22","1007"
"19/01/2007 ","07","00","000","00","25","21","1007"
"19/01/2007 ","08","00","320","03","25","21","1008"
"19/01/2007 ","09","00","020","05","24","22","1008"
"19/01/2007 ","10","00","000","00","28","22","1009"
"19/01/2007 ","11","00","340","02","29","23","1010"
"19/01/2007 ","12","00","230","04","30","23","1010"
"19/01/2007 ","13","00","070","04","32","24","1011"
"19/01/2007 ","14","00","050","06","32","24","1011"
"19/01/2007 ","15","00","140","09","33","22","1011"
"19/01/2007 ","16","00","130","11","33","21","1011"
"19/01/2007 ","17","00","150","10","32","22","1010"
"19/01/2007 ","18","00","130","13","31","22","1010"
"19/01/2007 ","19","00","130","13","30","22","1010"
"19/01/2007 ","20","00","140","12","30","21","1009"
"19/01/2007 ","21","00","140","10","29","20","1009"
"19/01/2007 ","22","00","140","06","28","21","1010"
"19/01/2007 ","23","00","140","06","27","21","1011"
"20/01/2007 ","00","00","150","06","27","21","1011"
"20/01/2007 ","01","00","130","01","26","22","1012"
"20/01/2007 ","02","00","090","02","26","22","1012"
"20/01/2007 ","03","00","000","00","25","23","1011"
"20/01/2007 ","04","00","230","01","25","23","1011"
"20/01/2007 ","05","00","000","00","25","22","1010"
"20/01/2007 ","06","00","000","00","25","23","1010"
"20/01/2007 ","07","00","000","00","25","23","1010"
"20/01/2007 ","08","00","000","00","24","23","1010"
"20/01/2007 ","09","00","000","00","24","23","1010"
"20/01/2007 ","10","00","000","00","27","24","1011"
"20/01/2007 ","11","00","010","02","28","23","1012"
"20/01/2007 ","12","00","020","02","29","24","1012"
"20/01/2007 ","13","00","070","02","30","24","1012"
"20/01/2007 ","14","00","250","03","33","25","1012"
"20/01/2007 ","15","00","120","06","34","24","1011"
"20/01/2007 ","16","00","070","05","35","24","1010"
"20/01/2007 ","17","00","140","07","34","25","1010"
"20/01/2007 ","18","00","130","06","33","24","1009"
"20/01/2007 ","19","00","270","10","34","24","1009"
"20/01/2007 ","20","00","260","10","31","24","1009"
"20/01/2007 ","21","00","280","07","29","24","1009"
"20/01/2007 ","22","00","000","00","29","23","1009"
"20/01/2007 ","23","00","160","04","27","23","1009"
"21/01/2007 ","00","00","170","03","28","23","1010"
"21/01/2007 ","01","00","210","03","29","24","1010"
"21/01/2007 ","02","00","260","05","28","24","1010"
"21/01/2007 ","03","00","270","09","28","22","1010"
"21/01/2007 ","04","00","250","07","28","22","1010"
"21/01/2007 ","05","00","250","03","28","22","1009"
"21/01/2007 ","06","00","330","05","27","24","1009"
"21/01/2007 ","07","00","350","04","26","23","1009"
"21/01/2007 ","08","00","010","03","26","23","1009"
"21/01/2007 ","09","00","120","03","26","23","1010"
"21/01/2007 ","10","00","070","02","27","24","1011"
"21/01/2007 ","11","00","040","02","27","24","1012"
"21/01/2007 ","12","00","290","05","30","23","1012"
"21/01/2007 ","13","00","280","07","31","22","1012"
"21/01/2007 ","14","00","290","06","32","22","1012"
"21/01/2007 ","15","00","200","11","32","22","1013"
"21/01/2007 ","16","00","240","10","32","23","1012"
"21/01/2007 ","17","00","210","14","32","22","1012"
"21/01/2007 ","18","00","230","17","31","21","1012"
"21/01/2007 ","19","00","250","17","29","22","1012"
"21/01/2007 ","20","00","230","12","27","23","1012"
"21/01/2007 ","21","00","240","13","27","22","1013"
"21/01/2007 ","22","00","250","07","27","22","1013"
"21/01/2007 ","23","00","270","08","26","23","1014"
"22/01/2007 ","00","00","290","07","26","23","1014"
"22/01/2007 ","00","40","260","08","25","23","1014"
"22/01/2007 ","01","00","280","08","24","23","1015"
"22/01/2007 ","02","00","290","08","24","23","1015"
"22/01/2007 ","03","00","300","08","24","23","1014"
"22/01/2007 ","04","00","290","06","24","23","1014"
"22/01/2007 ","05","00","330","06","24","23","1013"
"22/01/2007 ","06","00","280","06","23","22","1014"
"22/01/2007 ","07","00","060","04","23","22","1014"
"22/01/2007 ","08","00","290","04","23","22","1014"
"22/01/2007 ","09","00","010","02","23","22","1014"
"22/01/2007 ","10","00","010","04","23","22","1015"
"22/01/2007 ","11","00","020","04","24","22","1015"
"22/01/2007 ","12","00","030","04","24","22","1015"
"22/01/2007 ","13","00","030","04","24","22","1015"
"22/01/2007 ","14","00","350","02","24","23","1016"
"22/01/2007 ","15","00","350","02","24","22","1016"
"22/01/2007 ","15","30","350","02","25","22","1015"
